county,agency_name,ORI,offense,cases_reported,cases_cleared,data_year
Atlantic,Somers Point Police Department,NJ0012100,aggravated-assault,13,5,2017
Atlantic,Ventnor City Police Department,NJ0012200,aggravated-assault,2,2,2017
Atlantic,Stockton University,NJ0012400,aggravated-assault,0,0,2017
Atlantic,State Police: Atlantic County,NJ001SP00,aggravated-assault,28,11,2017
Bergen,Bergen County Sheriff's Office,NJ0020000,aggravated-assault,3,2,2017
Bergen,Allendale Police Department,NJ0020100,aggravated-assault,0,0,2017
Bergen,Alpine Police Department,NJ0020200,aggravated-assault,0,0,2017
Bergen,Bergenfield Police Department,NJ0020300,aggravated-assault,0,0,2017
Bergen,Bogota Police Department,NJ0020400,aggravated-assault,0,0,2017
Bergen,Carlstadt Police Department,NJ0020500,aggravated-assault,9,6,2017
Bergen,Cliffside Park Police Department,NJ0020600,aggravated-assault,12,12,2017
Bergen,Closter Police Department,NJ0020700,aggravated-assault,0,0,2017
Bergen,Cresskill Police Department,NJ0020800,aggravated-assault,2,1,2017
Bergen,Demarest Police Department,NJ0020900,aggravated-assault,1,1,2017
Bergen,Dumont Police Department,NJ0021000,aggravated-assault,3,2,2017
Bergen,Elmwood Park Police Department,NJ0021100,aggravated-assault,6,5,2017
Bergen,East Rutherford Police Department,NJ0021200,aggravated-assault,10,8,2017
Bergen,Edgewater Police Department,NJ0021300,aggravated-assault,6,6,2017
Bergen,Emerson Police Department,NJ0021400,aggravated-assault,2,2,2017
Bergen,Englewood Police Department,NJ0021500,aggravated-assault,38,20,2017
Bergen,Midland Park Police Department,NJ0023500,aggravated-assault,3,3,2017
Bergen,Montvale Police Department,NJ0023600,aggravated-assault,0,0,2017
Bergen,Moonachie Police Department,NJ0023700,aggravated-assault,1,0,2017
Bergen,New Milford Police Department,NJ0023800,aggravated-assault,0,0,2017
Bergen,North Arlington Police Department,NJ0023900,aggravated-assault,10,7,2017
Bergen,Northvale Police Department,NJ0024000,aggravated-assault,0,0,2017
Bergen,Norwood Police Department,NJ0024100,aggravated-assault,0,0,2017
Bergen,Oakland Police Department,NJ0024200,aggravated-assault,7,6,2017
Bergen,Old Tappan Police Department,NJ0024300,aggravated-assault,0,0,2017
Bergen,Oradell Police Department,NJ0024400,aggravated-assault,1,1,2017
Bergen,Palisades Park Police Department,NJ0024500,aggravated-assault,9,8,2017
Bergen,Paramus Police Department,NJ0024600,aggravated-assault,6,5,2017
Bergen,Park Ridge Police Department,NJ0024700,aggravated-assault,1,0,2017
Bergen,Ramsey Police Department,NJ0024800,aggravated-assault,3,3,2017
Bergen,Ridgefield Police Department,NJ0024900,aggravated-assault,1,1,2017
Bergen,Ridgefield Park Police Department,NJ0025000,aggravated-assault,7,8,2017
Bergen,Ridgewood Police Department,NJ0025100,aggravated-assault,4,2,2017
Bergen,River Edge Police Department,NJ0025200,aggravated-assault,0,0,2017
Bergen,River Vale Township Police Department,NJ0025300,aggravated-assault,0,0,2017
Bergen,Rochelle Park Township Police Department,NJ0025400,aggravated-assault,1,0,2017
Burlington,Mount Laurel Township Police Department,NJ0032500,aggravated-assault,16,11,2017
Burlington,New Hanover Township Police Department,NJ0032600,aggravated-assault,0,0,2017
Burlington,North Hanover Township Police Department,NJ0032700,aggravated-assault,3,3,2017
Burlington,Palmyra Police Department,NJ0032800,aggravated-assault,7,5,2017
Burlington,Pemberton Police Department,NJ0032900,aggravated-assault,1,1,2017
Burlington,Pemberton Township Police Department,NJ0033000,aggravated-assault,73,25,2017
Burlington,Riverside Township Police Department,NJ0033100,aggravated-assault,9,9,2017
Burlington,Riverton Police Department,NJ0033200,aggravated-assault,0,0,2017
Burlington,Springfield Township Police Department,NJ0033500,aggravated-assault,0,0,2017
Burlington,Westampton Township Police Department,NJ0033800,aggravated-assault,10,5,2017
Burlington,State Police: Burlington County,NJ003SP00,aggravated-assault,21,9,2017
Camden,Camden County Sheriff's Office,NJ0040000,aggravated-assault,1,1,2017
Camden,Audubon Police Department,NJ0040100,aggravated-assault,3,3,2017
Camden,Audubon Park Police Department,NJ0040200,aggravated-assault,0,0,2017
Camden,Barrington Police Department,NJ0040300,aggravated-assault,2,1,2017
Camden,Bellmawr Police Department,NJ0040400,aggravated-assault,3,1,2017
Camden,Berlin Police Department,NJ0040500,aggravated-assault,9,7,2017
Camden,Berlin Township Police Department,NJ0040600,aggravated-assault,5,3,2017
Camden,Brooklawn Police Department,NJ0040700,aggravated-assault,9,9,2017
Camden,Camden County Police Department,NJ0040800,aggravated-assault,954,421,2017
Essex,Irvington Police Department,NJ0070900,aggravated-assault,140,69,2017
Essex,Livingston Township Police Department,NJ0071000,aggravated-assault,3,2,2017
Essex,Maplewood Township Police Department,NJ0071100,aggravated-assault,14,11,2017
Essex,Millburn Township Police Department,NJ0071200,aggravated-assault,0,0,2017
Essex,Montclair Police Department,NJ0071300,aggravated-assault,29,21,2017
Essex,North Caldwell Police Department,NJ0071500,aggravated-assault,2,1,2017
Essex,Nutley Township Police Department,NJ0071600,aggravated-assault,12,8,2017
Essex,Orange Police Department,NJ0071700,aggravated-assault,81,34,2017
Essex,Roseland Police Department,NJ0071800,aggravated-assault,1,1,2017
Essex,South Orange Police Department,NJ0071900,aggravated-assault,9,9,2017
Essex,Verona Police Department,NJ0072000,aggravated-assault,3,2,2017
Essex,West Caldwell Township Police Department,NJ0072100,aggravated-assault,6,5,2017
Essex,West Orange Police Department,NJ0072200,aggravated-assault,52,43,2017
Essex,New Jersey Institute of Technology,NJ0072700,aggravated-assault,1,1,2017
Essex,Montclair State University,NJ0072800,aggravated-assault,2,2,2017
Essex,Rutgers University: Newark,NJ0073000,aggravated-assault,5,5,2017
Essex,Essex County College,NJ0073100,aggravated-assault,2,2,2017
,New Jersey Transit Police,NJ0073200,aggravated-assault,24,21,2017
Essex,State Police: Essex County,NJ007SP00,aggravated-assault,9,3,2017
Gloucester,Gloucester County Sheriff's Office,NJ0080000,aggravated-assault,1,0,2017
Middlesex,Carteret Police Department,NJ0120100,aggravated-assault,22,14,2017
Middlesex,Cranbury Township Police Department,NJ0120200,aggravated-assault,0,0,2017
Middlesex,Dunellen Police Department,NJ0120300,aggravated-assault,4,4,2017
Middlesex,East Brunswick Township Police Department,NJ0120400,aggravated-assault,13,10,2017
Middlesex,Edison Township Police Department,NJ0120500,aggravated-assault,58,37,2017
Middlesex,Helmetta Police Department,NJ0120600,aggravated-assault,1,1,2017
Middlesex,Highland Park Police Department,NJ0120700,aggravated-assault,3,2,2017
Middlesex,Jamesburg Police Department,NJ0120800,aggravated-assault,5,4,2017
Middlesex,Old Bridge Township Police Department,NJ0120900,aggravated-assault,31,20,2017
Middlesex,Metuchen Police Department,NJ0121000,aggravated-assault,6,4,2017
Middlesex,Middlesex Police Department,NJ0121100,aggravated-assault,3,3,2017
Middlesex,Milltown Police Department,NJ0121200,aggravated-assault,3,2,2017
Middlesex,"Monroe Township, Middlesex County Police Department",NJ0121300,aggravated-assault,3,3,2017
Middlesex,New Brunswick Police Department,NJ0121400,aggravated-assault,143,50,2017
Middlesex,North Brunswick Township Police Department,NJ0121500,aggravated-assault,25,18,2017
Middlesex,Perth Amboy Police Department,NJ0121600,aggravated-assault,108,70,2017
Middlesex,Piscataway Township Police Department,NJ0121700,aggravated-assault,27,16,2017
Middlesex,Plainsboro Township Police Department,NJ0121800,aggravated-assault,8,6,2017
Middlesex,Sayreville Police Department,NJ0121900,aggravated-assault,18,9,2017
Middlesex,South Amboy Police Department,NJ0122000,aggravated-assault,0,0,2017
Morris,State Police: Morris County,NJ014SP00,aggravated-assault,3,2,2017
Ocean,Ocean County Sheriff's Office,NJ0150000,aggravated-assault,0,0,2017
Ocean,Barnegat Light Police Department,NJ0150100,aggravated-assault,1,0,2017
Ocean,Bay Head Police Department,NJ0150200,aggravated-assault,0,0,2017
Ocean,Beach Haven Police Department,NJ0150300,aggravated-assault,1,1,2017
Ocean,Beachwood Police Department,NJ0150400,aggravated-assault,1,1,2017
Ocean,Berkeley Township Police Department,NJ0150500,aggravated-assault,9,4,2017
Ocean,Brick Township Police Department,NJ0150600,aggravated-assault,58,53,2017
Ocean,Toms River Township Police Department,NJ0150700,aggravated-assault,32,18,2017
Ocean,Harvey Cedars Police Department,NJ0150900,aggravated-assault,1,1,2017
Ocean,Island Heights Police Department,NJ0151000,aggravated-assault,0,0,2017
Ocean,Jackson Township Police Department,NJ0151100,aggravated-assault,14,6,2017
Ocean,Lacey Township Police Department,NJ0151200,aggravated-assault,14,11,2017
Ocean,Lakehurst Police Department,NJ0151300,aggravated-assault,0,0,2017
Ocean,Lakewood Township Police Department,NJ0151400,aggravated-assault,60,47,2017
Ocean,Lavallette Police Department,NJ0151500,aggravated-assault,0,0,2017
Ocean,Little Egg Harbor Township Police Department,NJ0151600,aggravated-assault,2,2,2017
Ocean,Long Beach Township Police Department,NJ0151700,aggravated-assault,2,0,2017
Ocean,Manchester Township Police Department,NJ0151800,aggravated-assault,9,5,2017
Ocean,Mantoloking Police Department,NJ0151900,aggravated-assault,0,0,2017
Atlantic,Atlantic County Sheriff's Office,NJ0010000,aggravated-assault,1,0,2017
Atlantic,Absecon Police Department,NJ0010100,aggravated-assault,3,3,2017
Atlantic,Atlantic City Police Department,NJ0010200,aggravated-assault,161,44,2017
Atlantic,Brigantine Police Department,NJ0010300,aggravated-assault,2,2,2017
Atlantic,Buena Police Department,NJ0010400,aggravated-assault,7,3,2017
Atlantic,Egg Harbor City Police Department,NJ0010700,aggravated-assault,7,4,2017
Atlantic,Egg Harbor Township Police Department,NJ0010800,aggravated-assault,40,35,2017
Atlantic,Galloway Township Police Department,NJ0011100,aggravated-assault,58,31,2017
Atlantic,"Hamilton Township, Atlantic County Police Department",NJ0011200,aggravated-assault,22,14,2017
Atlantic,Hammonton Police Department,NJ0011300,aggravated-assault,14,11,2017
Atlantic,Linwood Police Department,NJ0011400,aggravated-assault,1,1,2017
Atlantic,Longport Police Department,NJ0011500,aggravated-assault,2,1,2017
Atlantic,Margate City Police Department,NJ0011600,aggravated-assault,3,3,2017
Atlantic,Mullica Township Police Department,NJ0011700,aggravated-assault,3,3,2017
Atlantic,Northfield Police Department,NJ0011800,aggravated-assault,0,0,2017
Atlantic,Pleasantville Police Department,NJ0011900,aggravated-assault,61,26,2017
Atlantic,Somers Point Police Department,NJ0012100,aggravated-assault,13,5,2017
Atlantic,Ventnor City Police Department,NJ0012200,aggravated-assault,2,2,2017
Atlantic,Stockton University,NJ0012400,aggravated-assault,0,0,2017
Atlantic,State Police: Atlantic County,NJ001SP00,aggravated-assault,28,11,2017
Camden,Tavistock Police Department,NJ0043300,aggravated-assault,1,0,2017
Camden,Voorhees Township Police Department,NJ0043400,aggravated-assault,39,24,2017
Camden,Waterford Township Police Department,NJ0043500,aggravated-assault,2,1,2017
Camden,Winslow Township Police Department,NJ0043600,aggravated-assault,19,17,2017
Camden,Woodlynne Police Department,NJ0043700,aggravated-assault,5,0,2017
Camden,Rutgers University: Camden,NJ0043900,aggravated-assault,2,1,2017
Camden,State Police: Camden County,NJ004SP00,aggravated-assault,9,4,2017
Cape May,Cape May County Sheriff's Office,NJ0050000,aggravated-assault,0,0,2017
Cape May,Avalon Police Department,NJ0050100,aggravated-assault,1,0,2017
Cape May,Cape May Police Department,NJ0050200,aggravated-assault,0,0,2017
Cape May,Cape May Point Police Department,NJ0050300,aggravated-assault,0,0,2017
Cape May,Lower Township Police Department,NJ0050500,aggravated-assault,24,20,2017
Cape May,Middle Township Police Department,NJ0050600,aggravated-assault,24,16,2017
Cape May,North Wildwood Police Department,NJ0050700,aggravated-assault,7,5,2017
Cape May,Ocean City Police Department,NJ0050800,aggravated-assault,6,6,2017
Cape May,Sea Isle City Police Department,NJ0050900,aggravated-assault,1,1,2017
Cape May,Stone Harbor Police Department,NJ0051000,aggravated-assault,0,0,2017
Cape May,West Cape May Police Department,NJ0051200,aggravated-assault,0,0,2017
Cape May,West Wildwood Police Department,NJ0051300,aggravated-assault,2,2,2017
Cape May,Wildwood Police Department,NJ0051400,aggravated-assault,46,18,2017
Monmouth,Loch Arbour Police Department,NJ0132400,aggravated-assault,0,0,2017
Monmouth,Long Branch Police Department,NJ0132500,aggravated-assault,44,28,2017
Monmouth,Manalapan Township Police Department,NJ0132600,aggravated-assault,8,6,2017
Monmouth,Manasquan Police Department,NJ0132700,aggravated-assault,4,3,2017
Monmouth,Marlboro Township Police Department,NJ0132800,aggravated-assault,7,4,2017
Monmouth,Matawan Police Department,NJ0132900,aggravated-assault,0,0,2017
Monmouth,Aberdeen Township Police Department,NJ0133000,aggravated-assault,10,8,2017
Monmouth,Middletown Township Police Department,NJ0133100,aggravated-assault,33,28,2017
Monmouth,Monmouth Beach Police Department,NJ0133300,aggravated-assault,5,4,2017
Monmouth,Neptune Township Police Department,NJ0133400,aggravated-assault,106,37,2017
Monmouth,Neptune City Police Department,NJ0133500,aggravated-assault,8,3,2017
Monmouth,Tinton Falls Police Department,NJ0133600,aggravated-assault,2,1,2017
Monmouth,"Ocean Township, Monmouth County Police Department",NJ0133700,aggravated-assault,13,11,2017
Monmouth,Oceanport Police Department,NJ0133800,aggravated-assault,1,1,2017
Monmouth,Hazlet Township Police Department,NJ0133900,aggravated-assault,7,3,2017
Monmouth,Red Bank Police Department,NJ0134000,aggravated-assault,10,3,2017
Monmouth,Rumson Police Department,NJ0134200,aggravated-assault,0,0,2017
Monmouth,Sea Bright Police Department,NJ0134300,aggravated-assault,0,0,2017
Monmouth,Sea Girt Police Department,NJ0134400,aggravated-assault,1,0,2017
Monmouth,Shrewsbury Police Department,NJ0134500,aggravated-assault,1,1,2017
Warren,Phillipsburg Police Department,NJ0211900,aggravated-assault,11,8,2017
Warren,Pohatcong Township Police Department,NJ0212000,aggravated-assault,0,0,2017
Warren,Washington Police Department,NJ0212100,aggravated-assault,3,3,2017
Warren,"Washington Township, Warren County Police Department",NJ0212200,aggravated-assault,5,5,2017
Warren,State Police: Warren County,NJ021SP00,aggravated-assault,4,1,2017
Essex,Newark Police Department,NJNPD0000,aggravated-assault,1280,304,2017
Bergen,Palisades Interstate Parkway,NJNPIPP00,aggravated-assault,1,1,2017
,Port Authority of New York and New Jersey,NJNYPOA00,aggravated-assault,12,7,2017
Atlantic,Atlantic County Sheriff's Office,NJ0010000,aggravated-assault,1,0,2017
Atlantic,Absecon Police Department,NJ0010100,aggravated-assault,3,3,2017
Atlantic,Atlantic City Police Department,NJ0010200,aggravated-assault,161,44,2017
Atlantic,Brigantine Police Department,NJ0010300,aggravated-assault,2,2,2017
Atlantic,Buena Police Department,NJ0010400,aggravated-assault,7,3,2017
Atlantic,Egg Harbor City Police Department,NJ0010700,aggravated-assault,7,4,2017
Atlantic,Egg Harbor Township Police Department,NJ0010800,aggravated-assault,40,35,2017
Atlantic,Galloway Township Police Department,NJ0011100,aggravated-assault,58,31,2017
Atlantic,"Hamilton Township, Atlantic County Police Department",NJ0011200,aggravated-assault,22,14,2017
Atlantic,Hammonton Police Department,NJ0011300,aggravated-assault,14,11,2017
Atlantic,Linwood Police Department,NJ0011400,aggravated-assault,1,1,2017
Atlantic,Longport Police Department,NJ0011500,aggravated-assault,2,1,2017
Essex,State Police: Essex County,NJ007SP00,aggravated-assault,9,3,2017
Gloucester,Gloucester County Sheriff's Office,NJ0080000,aggravated-assault,1,0,2017
Gloucester,Clayton Police Department,NJ0080100,aggravated-assault,5,4,2017
Gloucester,Deptford Township Police Department,NJ0080200,aggravated-assault,30,16,2017
Gloucester,East Greenwich Township Police Department,NJ0080300,aggravated-assault,6,2,2017
Gloucester,Elk Township Police Department,NJ0080400,aggravated-assault,5,5,2017
Gloucester,"Franklin Township, Gloucester County Police Department",NJ0080500,aggravated-assault,11,8,2017
Gloucester,Glassboro Police Department,NJ0080600,aggravated-assault,4,2,2017
Gloucester,"Greenwich Township, Gloucester County Police Department",NJ0080700,aggravated-assault,3,0,2017
Gloucester,Harrison Township Police Department,NJ0080800,aggravated-assault,3,2,2017
Gloucester,Logan Township Police Department,NJ0080900,aggravated-assault,1,1,2017
Gloucester,Mantua Township Police Department,NJ0081000,aggravated-assault,10,11,2017
Gloucester,Monroe Township Police Department,NJ0081100,aggravated-assault,21,17,2017
Gloucester,National Park Police Department,NJ0081200,aggravated-assault,4,4,2017
Gloucester,Newfield Police Department,NJ0081300,aggravated-assault,0,0,2017
Gloucester,Paulsboro Police Department,NJ0081400,aggravated-assault,14,8,2017
Gloucester,Pitman Police Department,NJ0081500,aggravated-assault,-1,3,2017
Gloucester,South Harrison Township Police Department,NJ0081600,aggravated-assault,0,0,2017
Gloucester,Swedesboro Police Department,NJ0081700,aggravated-assault,0,0,2017
Gloucester,"Washington Township, Gloucester County Police Department",NJ0081800,aggravated-assault,33,30,2017
Passaic,Ringwood Police Department,NJ0161100,aggravated-assault,2,2,2017
Passaic,Totowa Police Department,NJ0161200,aggravated-assault,5,5,2017
Passaic,Wanaque Police Department,NJ0161300,aggravated-assault,4,2,2017
Passaic,Wayne Township Police Department,NJ0161400,aggravated-assault,19,12,2017
Passaic,West Milford Township Police Department,NJ0161500,aggravated-assault,21,14,2017
Passaic,Woodland Park Police Department,NJ0161600,aggravated-assault,12,11,2017
Passaic,William Paterson University,NJ0161700,aggravated-assault,0,0,2017
Passaic,State Police: Passaic County,NJ016SP00,aggravated-assault,0,0,2017
Salem,Salem County Sheriff's Office,NJ0170000,aggravated-assault,1,1,2017
Salem,Elmer Police Department,NJ0170200,aggravated-assault,0,0,2017
Salem,Elsinboro Township Police Department,NJ0170300,aggravated-assault,1,1,2017
Salem,Lower Alloways Creek Township Police Department,NJ0170400,aggravated-assault,1,0,2017
Salem,Pennsville Township Police Department,NJ0170500,aggravated-assault,9,8,2017
Salem,Penns Grove Police Department,NJ0170800,aggravated-assault,20,12,2017
Salem,Salem Police Department,NJ0171200,aggravated-assault,39,7,2017
Salem,Carney's Point Township Police Department,NJ0171300,aggravated-assault,8,6,2017
Salem,Woodstown Police Department,NJ0171500,aggravated-assault,1,1,2017
Salem,State Police: Salem County,NJ017SP00,aggravated-assault,18,11,2017
Somerset,Somerset County Sheriff's Office,NJ0180000,aggravated-assault,1,1,2017
Somerset,Bedminster Township Police Department,NJ0180100,aggravated-assault,1,1,2017
Cape May,Avalon Police Department,NJ0050100,aggravated-assault,1,0,2017
Cape May,Cape May Police Department,NJ0050200,aggravated-assault,0,0,2017
Cape May,Cape May Point Police Department,NJ0050300,aggravated-assault,0,0,2017
Cape May,Lower Township Police Department,NJ0050500,aggravated-assault,24,20,2017
Cape May,Middle Township Police Department,NJ0050600,aggravated-assault,24,16,2017
Cape May,North Wildwood Police Department,NJ0050700,aggravated-assault,7,5,2017
Cape May,Ocean City Police Department,NJ0050800,aggravated-assault,6,6,2017
Cape May,Sea Isle City Police Department,NJ0050900,aggravated-assault,1,1,2017
Cape May,Stone Harbor Police Department,NJ0051000,aggravated-assault,0,0,2017
Cape May,West Cape May Police Department,NJ0051200,aggravated-assault,0,0,2017
Cape May,West Wildwood Police Department,NJ0051300,aggravated-assault,2,2,2017
Cape May,Wildwood Police Department,NJ0051400,aggravated-assault,46,18,2017
Cape May,Wildwood Crest Police Department,NJ0051500,aggravated-assault,7,7,2017
Cape May,State Police: Cape May County,NJ005SP00,aggravated-assault,12,11,2017
Cumberland,Cumberland County Sheriff's Office,NJ0060000,aggravated-assault,0,0,2017
Cumberland,Bridgeton Police Department,NJ0060100,aggravated-assault,98,21,2017
Cumberland,Millville Police Department,NJ0061000,aggravated-assault,103,42,2017
Cumberland,Vineland Police Department,NJ0061400,aggravated-assault,179,99,2017
Cumberland,State Police: Cumberland County,NJ006SP00,aggravated-assault,41,29,2017
Essex,Essex County Sheriff's Office,NJ0070000,aggravated-assault,43,7,2017
Passaic,Hawthorne Police Department,NJ0160400,aggravated-assault,2,4,2017
Passaic,Little Falls Township Police Department,NJ0160500,aggravated-assault,17,15,2017
Passaic,North Haledon Police Department,NJ0160600,aggravated-assault,0,0,2017
Passaic,Passaic Police Department,NJ0160700,aggravated-assault,214,65,2017
Passaic,Paterson Police Department,NJ0160800,aggravated-assault,474,156,2017
Passaic,Pompton Lakes Police Department,NJ0160900,aggravated-assault,10,6,2017
Passaic,Prospect Park Police Department,NJ0161000,aggravated-assault,2,0,2017
Passaic,Ringwood Police Department,NJ0161100,aggravated-assault,2,2,2017
Passaic,Totowa Police Department,NJ0161200,aggravated-assault,5,5,2017
Passaic,Wanaque Police Department,NJ0161300,aggravated-assault,4,2,2017
Passaic,Wayne Township Police Department,NJ0161400,aggravated-assault,19,12,2017
Passaic,West Milford Township Police Department,NJ0161500,aggravated-assault,21,14,2017
Passaic,Woodland Park Police Department,NJ0161600,aggravated-assault,12,11,2017
Passaic,William Paterson University,NJ0161700,aggravated-assault,0,0,2017
Passaic,State Police: Passaic County,NJ016SP00,aggravated-assault,0,0,2017
Salem,Salem County Sheriff's Office,NJ0170000,aggravated-assault,1,1,2017
Salem,Elmer Police Department,NJ0170200,aggravated-assault,0,0,2017
Salem,Elsinboro Township Police Department,NJ0170300,aggravated-assault,1,1,2017
Salem,Lower Alloways Creek Township Police Department,NJ0170400,aggravated-assault,1,0,2017
Salem,Pennsville Township Police Department,NJ0170500,aggravated-assault,9,8,2017
Essex,North Caldwell Police Department,NJ0071500,aggravated-assault,2,1,2017
Essex,Nutley Township Police Department,NJ0071600,aggravated-assault,12,8,2017
Essex,Orange Police Department,NJ0071700,aggravated-assault,81,34,2017
Essex,Roseland Police Department,NJ0071800,aggravated-assault,1,1,2017
Essex,South Orange Police Department,NJ0071900,aggravated-assault,9,9,2017
Essex,Verona Police Department,NJ0072000,aggravated-assault,3,2,2017
Essex,West Caldwell Township Police Department,NJ0072100,aggravated-assault,6,5,2017
Essex,West Orange Police Department,NJ0072200,aggravated-assault,52,43,2017
Essex,New Jersey Institute of Technology,NJ0072700,aggravated-assault,1,1,2017
Essex,Montclair State University,NJ0072800,aggravated-assault,2,2,2017
Essex,Rutgers University: Newark,NJ0073000,aggravated-assault,5,5,2017
Essex,Essex County College,NJ0073100,aggravated-assault,2,2,2017
,New Jersey Transit Police,NJ0073200,aggravated-assault,24,21,2017
Essex,State Police: Essex County,NJ007SP00,aggravated-assault,9,3,2017
Gloucester,Gloucester County Sheriff's Office,NJ0080000,aggravated-assault,1,0,2017
Gloucester,Clayton Police Department,NJ0080100,aggravated-assault,5,4,2017
Gloucester,Deptford Township Police Department,NJ0080200,aggravated-assault,30,16,2017
Gloucester,East Greenwich Township Police Department,NJ0080300,aggravated-assault,6,2,2017
Gloucester,Elk Township Police Department,NJ0080400,aggravated-assault,5,5,2017
Gloucester,"Franklin Township, Gloucester County Police Department",NJ0080500,aggravated-assault,11,8,2017
Union,Springfield Police Department,NJ0201700,aggravated-assault,5,4,2017
Union,Summit Police Department,NJ0201800,aggravated-assault,0,0,2017
Union,Union Township Police Department,NJ0201900,aggravated-assault,34,17,2017
Union,Westfield Police Department,NJ0202000,aggravated-assault,2,0,2017
Union,Winfield Township Police Department,NJ0202100,aggravated-assault,0,0,2017
Union,Kean University,NJ0202400,aggravated-assault,0,0,2017
Union,Park Police: Union County,NJ0209100,aggravated-assault,27,12,2017
Union,State Police: Union County,NJ020SP00,aggravated-assault,4,0,2017
Warren,Alpha Police Department,NJ0210200,aggravated-assault,1,1,2017
Warren,Belvidere Police Department,NJ0210300,aggravated-assault,3,1,2017
Warren,Blairstown Township Police Department,NJ0210400,aggravated-assault,0,0,2017
Warren,"Greenwich Township, Warren County Police Department",NJ0210700,aggravated-assault,1,1,2017
Warren,Hackettstown Police Department,NJ0210800,aggravated-assault,2,2,2017
Warren,Independence Township Police Department,NJ0211200,aggravated-assault,3,3,2017
Warren,Lopatcong Township Police Department,NJ0211500,aggravated-assault,1,1,2017
Warren,"Mansfield Township, Warren County Police Department",NJ0211600,aggravated-assault,2,2,2017
Warren,Oxford Township Police Department,NJ0211700,aggravated-assault,0,0,2017
Warren,Phillipsburg Police Department,NJ0211900,aggravated-assault,11,8,2017
Warren,Pohatcong Township Police Department,NJ0212000,aggravated-assault,0,0,2017
Warren,Washington Police Department,NJ0212100,aggravated-assault,3,3,2017
Monmouth,Monmouth County Sheriff's Office,NJ0130000,aggravated-assault,3,3,2017
Monmouth,Allenhurst Police Department,NJ0130100,aggravated-assault,0,0,2017
Monmouth,Allentown Police Department,NJ0130200,aggravated-assault,0,0,2017
Monmouth,Asbury Park Police Department,NJ0130300,aggravated-assault,114,46,2017
Monmouth,Colts Neck Township Police Department,NJ0130400,aggravated-assault,5,4,2017
Monmouth,Atlantic Highlands Police Department,NJ0130500,aggravated-assault,1,2,2017
Monmouth,Avon-by-the-Sea Police Department,NJ0130600,aggravated-assault,0,0,2017
Monmouth,Belmar Police Department,NJ0130700,aggravated-assault,5,3,2017
Monmouth,Bradley Beach Police Department,NJ0130800,aggravated-assault,3,3,2017
Monmouth,Brielle Police Department,NJ0130900,aggravated-assault,2,1,2017
Monmouth,Deal Police Department,NJ0131000,aggravated-assault,2,2,2017
Monmouth,Eatontown Police Department,NJ0131100,aggravated-assault,14,8,2017
Monmouth,Englishtown Police Department,NJ0131200,aggravated-assault,8,7,2017
Monmouth,Fair Haven Police Department,NJ0131300,aggravated-assault,0,0,2017
Monmouth,Freehold Police Department,NJ0131500,aggravated-assault,6,4,2017
Monmouth,Freehold Township Police Department,NJ0131600,aggravated-assault,32,9,2017
Monmouth,Highlands Police Department,NJ0131700,aggravated-assault,2,2,2017
Monmouth,Holmdel Township Police Department,NJ0131800,aggravated-assault,5,5,2017
Monmouth,Howell Township Police Department,NJ0131900,aggravated-assault,21,20,2017
Monmouth,Interlaken Police Department,NJ0132000,aggravated-assault,0,0,2017
Camden,Berlin Police Department,NJ0040500,aggravated-assault,9,7,2017
Camden,Berlin Township Police Department,NJ0040600,aggravated-assault,5,3,2017
Camden,Brooklawn Police Department,NJ0040700,aggravated-assault,9,9,2017
Camden,Camden County Police Department,NJ0040800,aggravated-assault,954,421,2017
Camden,Chesilhurst Police Department,NJ0040900,aggravated-assault,2,1,2017
Camden,Clementon Police Department,NJ0041000,aggravated-assault,8,6,2017
Camden,Collingswood Police Department,NJ0041100,aggravated-assault,10,8,2017
Camden,Cherry Hill Township Police Department,NJ0041200,aggravated-assault,51,49,2017
Camden,Gibbsboro Police Department,NJ0041300,aggravated-assault,1,1,2017
Camden,Gloucester City Police Department,NJ0041400,aggravated-assault,13,10,2017
Camden,Gloucester Township Police Department,NJ0041500,aggravated-assault,59,47,2017
Camden,Haddon Township Police Department,NJ0041600,aggravated-assault,7,5,2017
Camden,Haddonfield Police Department,NJ0041700,aggravated-assault,2,2,2017
Camden,Haddon Heights Police Department,NJ0041800,aggravated-assault,2,2,2017
Camden,Hi-Nella Police Department,NJ0041900,aggravated-assault,3,3,2017
Camden,Laurel Springs Police Department,NJ0042000,aggravated-assault,0,0,2017
Camden,Lawnside Police Department,NJ0042100,aggravated-assault,7,4,2017
Camden,Lindenwold Police Department,NJ0042200,aggravated-assault,56,38,2017
Camden,Magnolia Police Department,NJ0042300,aggravated-assault,4,4,2017
Camden,Merchantville Police Department,NJ0042400,aggravated-assault,8,8,2017
Union,Linden Police Department,NJ0200900,aggravated-assault,78,40,2017
Union,Mountainside Police Department,NJ0201000,aggravated-assault,1,0,2017
Union,New Providence Police Department,NJ0201100,aggravated-assault,0,0,2017
Union,Plainfield Police Department,NJ0201200,aggravated-assault,129,32,2017
Union,Rahway Police Department,NJ0201300,aggravated-assault,20,17,2017
Union,Roselle Police Department,NJ0201400,aggravated-assault,18,16,2017
Union,Roselle Park Police Department,NJ0201500,aggravated-assault,0,0,2017
Union,Scotch Plains Township Police Department,NJ0201600,aggravated-assault,6,1,2017
